image_path,image_name,final_grade,confidence,delta_e,best_reference,reference_type,quality_tier,reject_probability,expert_review_required,standardization_applied,L_mean,a_mean,b_mean,C_mean,h_mean,color_purity,saturation_quality,emerald_hue_concentration,color_uniformity,spectral_purity,green_dominance,analysis,is_synthetic,base_sample,is_reject
/content/images/JTV-emerald030-180ct-2.jpg,JTV-emerald030-180ct-2.jpg,EXPERT REVIEW - Uncertain Uncertain Type,0.351699315,20.18905991,Uncertain_Wrong_Hue,Uncertain,Reject,0,TRUE,TRUE,60.90831634,0.499739014,2.161416473,22.00244065,239.2407012,0.339029833,0.836396204,0.056535833,0.365487816,1,0.210290376,"{'best_reference': 'Uncertain_Wrong_Hue', 'min_delta_e': np.float64(20.1890599070744), 'all_delta_e': {'Colombian_AAA_Premium': np.float64(27.93296226101289), 'Colombian_AAA': np.float64(26.112760684866796), 'Colombian_AA_Plus': np.float64(25.167814514599854), 'Colombian_AA': np.float64(24.45886773469817), 'Colombian_A_Plus': np.float64(24.086249875090793), 'Colombian_A': np.float64(23.96582341819142), 'Colombian_Commercial': np.float64(24.171885888274485), 'Zambian_AAA_Premium': np.float64(29.196337241992776), 'Zambian_AAA': np.float64(26.622247328300457), 'Zambian_AA_Plus': np.float64(25.456959359431057), 'Zambian_AA': np.float64(24.26699632541374), 'Zambian_A_Plus': np.float64(23.689797651639548), 'Zambian_A': np.float64(23.34114472730412), 'Zambian_Commercial': np.float64(23.261901836526633), 'Brazilian_AAA': np.float64(23.278881907221503), 'Brazilian_AA_Plus': np.float64(23.18655062008761), 'Brazilian_AA': np.float64(23.35293413317581), 'Brazilian_A_Plus': np.float64(23.501117066696757), 'Brazilian_A': np.float64(23.80542772981882), 'Brazilian_B': np.float64(24.33767300575675), 'Brazilian_Commercial': np.float64(24.861291188165893), 'Ethiopian_AA': np.float64(22.206852478273316), 'Ethiopian_A': np.float64(22.235409816230362), 'Ethiopian_B': np.float64(22.37015335297659), 'Ethiopian_Commercial': np.float64(22.658567288953464), 'Russian_AAA': np.float64(25.74607254941625), 'Russian_AA': np.float64(24.001097852870803), 'Russian_A': np.float64(23.162612534035848), 'Commercial_Good': np.float64(23.748318535008323), 'Commercial_Fair': np.float64(24.049517854587254), 'Commercial_Poor': np.float64(23.836583872032527), 'Green_Beryl_Light': np.float64(23.871729919190813), 'Green_Beryl_Pale': np.float64(24.3818686986356), 'Green_Beryl_Yellow': np.float64(22.389119184216256), 'Uncertain_Yellowish': np.float64(24.095215055926325), 'Uncertain_Too_Light': np.float64(25.539169961316997), 'Uncertain_Wrong_Hue': np.float64(20.1890599070744)}, 'emerald_quality_score': np.float64(0.2923833582836333), 'reference_lab': {'L': 68.5, 'a': -15.2, 'b': 28.9, 'C': 32.7, 'h': 117.8, 'grade': 'Uncertain', 'quality': 'Reject'}, 'expert_review': {'expert_review_required': True, 'review_flags': ['High Delta-E (20.19)', 'Low Confidence (0.352)', 'Unusual Hue (239.2°)']}, 'origin': 'Uncertain', 'grade_level': 'Uncertain', 'quality_tier': 'Reject', 'reject_probability': 0.0}",,,TRUE
/content/images/JTV-emerald023-038ct-3.jpg,JTV-emerald023-038ct-3.jpg,EXPERT REVIEW - Green Beryl Type,0.486709061,9.082705385,Green_Beryl_Light,Green,Reject,0,TRUE,TRUE,80.36794372,-3.761177922,0.352769263,20.11551204,277.4222429,0.641403636,0.938172923,0.054821146,0.364133754,1,0.223224675,"{'best_reference': 'Green_Beryl_Light', 'min_delta_e': np.float64(9.082705385076485), 'all_delta_e': {'Colombian_AAA_Premium': np.float64(34.979024288782675), 'Colombian_AAA': np.float64(31.89614979986997), 'Colombian_AA_Plus': np.float64(29.818539879766014), 'Colombian_AA': np.float64(27.48149968303745), 'Colombian_A_Plus': np.float64(25.859806625483976), 'Colombian_A': np.float64(24.23099726833009), 'Colombian_Commercial': np.float64(21.878640247075694), 'Zambian_AAA_Premium': np.float64(37.0487074769423), 'Zambian_AAA': np.float64(33.07061321530744), 'Zambian_AA_Plus': np.float64(30.91318572628225), 'Zambian_AA': np.float64(28.089286339034324), 'Zambian_A_Plus': np.float64(26.22135914089716), 'Zambian_A': np.float64(24.32156115380709), 'Zambian_Commercial': np.float64(21.64650086589629), 'Brazilian_AAA': np.float64(24.04714143582734), 'Brazilian_AA_Plus': np.float64(22.328150521979644), 'Brazilian_AA': np.float64(20.92266413788344), 'Brazilian_A_Plus': np.float64(19.405056628457935), 'Brazilian_A': np.float64(18.345657445095135), 'Brazilian_B': np.float64(15.93329535326176), 'Brazilian_Commercial': np.float64(14.708671115191631), 'Ethiopian_AA': np.float64(20.219541858915225), 'Ethiopian_A': np.float64(18.26972714102576), 'Ethiopian_B': np.float64(15.104509964895051), 'Ethiopian_Commercial': np.float64(13.46268272131005), 'Russian_AAA': np.float64(31.238690712996124), 'Russian_AA': np.float64(27.176993845783603), 'Russian_A': np.float64(23.447380987672904), 'Commercial_Good': np.float64(13.710579789782082), 'Commercial_Fair': np.float64(11.827674849903907), 'Commercial_Poor': np.float64(9.924842822958285), 'Green_Beryl_Light': np.float64(9.082705385076485), 'Green_Beryl_Pale': np.float64(9.42704252362659), 'Green_Beryl_Yellow': np.float64(10.956801555645619), 'Uncertain_Yellowish': np.float64(13.903798854951576), 'Uncertain_Too_Light': np.float64(10.852145955280971), 'Uncertain_Wrong_Hue': np.float64(19.846086192728226)}, 'emerald_quality_score': np.float64(0.12236353544859296), 'reference_lab': {'L': 91.7, 'a': -6.2, 'b': 6.1, 'C': 8.7, 'h': 134.5, 'grade': 'Beryl', 'quality': 'Reject'}, 'expert_review': {'expert_review_required': True, 'review_flags': ['Low Confidence (0.487)', 'Unusual Hue (277.4°)']}, 'origin': 'Green', 'grade_level': 'Beryl', 'quality_tier': 'Reject', 'reject_probability': 0.0}",,,TRUE
/content/images/JTV-emerald009-437ct-2.jpg,JTV-emerald009-437ct-2.jpg,EXPERT REVIEW - Green Beryl Type,0.568775601,4.346659432,Green_Beryl_Pale,Green,Reject,0,TRUE,TRUE,91.75625541,-1.429521602,0.555662678,9.95484345,297.3038173,0.623249503,0.962244515,0.117381823,0.432636478,0.883736477,0.097674242,"{'best_reference': 'Green_Beryl_Pale', 'min_delta_e': np.float64(4.346659432482024), 'all_delta_e': {'Colombian_AAA_Premium': np.float64(41.18647342235368), 'Colombian_AAA': np.float64(38.027151745976994), 'Colombian_AA_Plus': np.float64(35.86221780474994), 'Colombian_AA': np.float64(33.329711901314575), 'Colombian_A_Plus': np.float64(31.57432388049867), 'Colombian_A': np.float64(29.678873813344968), 'Colombian_Commercial': np.float64(26.896990124944246), 'Zambian_AAA_Premium': np.float64(43.51759746236358), 'Zambian_AAA': np.float64(39.52733675433785), 'Zambian_AA_Plus': np.float64(37.325171363378466), 'Zambian_AA': np.float64(34.35982780851306), 'Zambian_A_Plus': np.float64(32.3749557068526), 'Zambian_A': np.float64(30.295748574479326), 'Zambian_Commercial': np.float64(27.235057926264762), 'Brazilian_AAA': np.float64(29.737791428999202), 'Brazilian_AA_Plus': np.float64(27.799948373278685), 'Brazilian_AA': np.float64(26.095206382039038), 'Brazilian_A_Plus': np.float64(24.24445667732813), 'Brazilian_A': np.float64(22.799323257411643), 'Brazilian_B': np.float64(19.36614119155636), 'Brazilian_Commercial': np.float64(17.340047309040497), 'Ethiopian_AA': np.float64(25.78550050704919), 'Ethiopian_A': np.float64(23.457640556370457), 'Ethiopian_B': np.float64(19.455200877187064), 'Ethiopian_Commercial': np.float64(17.11993837902414), 'Russian_AAA': np.float64(37.789377237548756), 'Russian_AA': np.float64(33.58199403460129), 'Russian_A': np.float64(29.56959396377804), 'Commercial_Good': np.float64(16.768163011620782), 'Commercial_Fair': np.float64(13.517310816435595), 'Commercial_Poor': np.float64(9.934222297886155), 'Green_Beryl_Light': np.float64(6.99420795897987), 'Green_Beryl_Pale': np.float64(4.346659432482024), 'Green_Beryl_Yellow': np.float64(9.870316405717217), 'Uncertain_Yellowish': np.float64(15.341367772465528), 'Uncertain_Too_Light': np.float64(9.39468847602089), 'Uncertain_Wrong_Hue': np.float64(24.60046301871103)}, 'emerald_quality_score': np.float64(0.07993222368772776), 'reference_lab': {'L': 94.2, 'a': -3.8, 'b': 3.9, 'C': 5.4, 'h': 134.2, 'grade': 'Beryl', 'quality': 'Reject'}, 'expert_review': {'expert_review_required': True, 'review_flags': ['Low Confidence (0.569)', 'Unusual Hue (297.3°)']}, 'origin': 'Green', 'grade_level': 'Beryl', 'quality_tier': 'Reject', 'reject_probability': 0.0}",,,TRUE
/content/images/JTV-emerald035-1009ct-3.jpg,JTV-emerald035-1009ct-3.jpg,EXPERT REVIEW - Green Beryl Type,0.672380835,10.44187876,Green_Beryl_Light,Green,Reject,0,TRUE,TRUE,78.01333093,-3.83004825,0.342424622,18.53731986,274.2916588,0.595011447,0.940526471,0.062859167,0.360798928,1,0.208501824,"{'best_reference': 'Green_Beryl_Light', 'min_delta_e': np.float64(10.441878755086885), 'all_delta_e': {'Colombian_AAA_Premium': np.float64(33.78847222240756), 'Colombian_AAA': np.float64(30.761136306586117), 'Colombian_AA_Plus': np.float64(28.737929154806828), 'Colombian_AA': np.float64(26.493592387674514), 'Colombian_A_Plus': np.float64(24.94336329601274), 'Colombian_A': np.float64(23.42219362385256), 'Colombian_Commercial': np.float64(21.259586124059727), 'Zambian_AAA_Premium': np.float64(35.7929696824204), 'Zambian_AAA': np.float64(31.861851237671083), 'Zambian_AA_Plus': np.float64(29.74500256088139), 'Zambian_AA': np.float64(27.001554013888516), 'Zambian_A_Plus': np.float64(25.200596886887226), 'Zambian_A': np.float64(23.391588857184267), 'Zambian_Commercial': np.float64(20.894209598464336), 'Brazilian_AAA': np.float64(23.17449787883237), 'Brazilian_AA_Plus': np.float64(21.56229937608443), 'Brazilian_AA': np.float64(20.281247658792836), 'Brazilian_A_Plus': np.float64(18.904804359366228), 'Brazilian_A': np.float64(17.986959996128846), 'Brazilian_B': np.float64(15.933305258305527), 'Brazilian_Commercial': np.float64(14.967610644103706), 'Ethiopian_AA': np.float64(19.48287542081611), 'Ethiopian_A': np.float64(17.696697279132362), 'Ethiopian_B': np.float64(14.87470864853167), 'Ethiopian_Commercial': np.float64(13.494783918197312), 'Russian_AAA': np.float64(30.047096374710694), 'Russian_AA': np.float64(26.08980469406515), 'Russian_A': np.float64(22.518640608206933), 'Commercial_Good': np.float64(13.903026124451467), 'Commercial_Fair': np.float64(12.433645983176886), 'Commercial_Poor': np.float64(10.956403389154078), 'Green_Beryl_Light': np.float64(10.441878755086885), 'Green_Beryl_Pale': np.float64(10.986327847201881), 'Green_Beryl_Yellow': np.float64(11.858617237066316), 'Uncertain_Yellowish': np.float64(14.352903973889847), 'Uncertain_Too_Light': np.float64(12.086861019746747), 'Uncertain_Wrong_Hue': np.float64(19.16986635878154)}, 'emerald_quality_score': np.float64(0.21893001970233655), 'reference_lab': {'L': 91.7, 'a': -6.2, 'b': 6.1, 'C': 8.7, 'h': 134.5, 'grade': 'Beryl', 'quality': 'Reject'}, 'expert_review': {'expert_review_required': True, 'review_flags': ['Unusual Hue (274.3°)']}, 'origin': 'Green', 'grade_level': 'Beryl', 'quality_tier': 'Reject', 'reject_probability': 0.0}",,,TRUE
/content/images/JTV-emerald024-373ct-2.jpg,JTV-emerald024-373ct-2.jpg,REJECTED - Beryl,0.619150381,2.027642283,Green_Beryl_Pale,Green,Reject,0,FALSE,TRUE,96.08152019,-4.763231879,2.565918651,5.444802391,157.6934646,0.646038258,0.13090314,0.431595208,0.47762703,0.923859118,0.095283576,"{'best_reference': 'Green_Beryl_Pale', 'min_delta_e': np.float64(2.027642283264225), 'all_delta_e': {'Colombian_AAA_Premium': np.float64(41.71760544557815), 'Colombian_AAA': np.float64(38.380702566011465), 'Colombian_AA_Plus': np.float64(36.05841863466183), 'Colombian_AA': np.float64(33.302882142136376), 'Colombian_A_Plus': np.float64(31.359234216378507), 'Colombian_A': np.float64(29.23744351526744), 'Colombian_Commercial': np.float64(26.028784323057874), 'Zambian_AAA_Premium': np.float64(44.10312455940537), 'Zambian_AAA': np.float64(39.91395171353945), 'Zambian_AA_Plus': np.float64(37.57319134368929), 'Zambian_AA': np.float64(34.38605884613153), 'Zambian_A_Plus': np.float64(32.22204753207819), 'Zambian_A': np.float64(29.92616157103691), 'Zambian_Commercial': np.float64(26.48680705320186), 'Brazilian_AAA': np.float64(29.354086523440237), 'Brazilian_AA_Plus': np.float64(27.173411546757734), 'Brazilian_AA': np.float64(25.2226389975585), 'Brazilian_A_Plus': np.float64(23.10284379142418), 'Brazilian_A': np.float64(21.415726381260995), 'Brazilian_B': np.float64(17.42031517267819), 'Brazilian_Commercial': np.float64(14.976906109240218), 'Ethiopian_AA': np.float64(25.04187205125313), 'Ethiopian_A': np.float64(22.442576562163737), 'Ethiopian_B': np.float64(17.975616344870375), 'Ethiopian_Commercial': np.float64(15.325602120216386), 'Russian_AAA': np.float64(38.036459307832004), 'Russian_AA': np.float64(33.511087864949516), 'Russian_A': np.float64(29.10958764500317), 'Commercial_Good': np.float64(14.628293769827444), 'Commercial_Fair': np.float64(10.903293787137152), 'Commercial_Poor': np.float64(7.069684847061329), 'Green_Beryl_Light': np.float64(4.059701370665537), 'Green_Beryl_Pale': np.float64(2.027642283264225), 'Green_Beryl_Yellow': np.float64(9.072335558441408), 'Uncertain_Yellowish': np.float64(13.255263759799284), 'Uncertain_Too_Light': np.float64(5.529060698102865), 'Uncertain_Wrong_Hue': np.float64(24.456408499658423)}, 'emerald_quality_score': np.float64(0.12934310703129404), 'reference_lab': {'L': 94.2, 'a': -3.8, 'b': 3.9, 'C': 5.4, 'h': 134.2, 'grade': 'Beryl', 'quality': 'Reject'}, 'expert_review': {'expert_review_required': False, 'review_flags': []}, 'origin': 'Green', 'grade_level': 'Beryl', 'quality_tier': 'Reject', 'reject_probability': 0.0}",,,TRUE
/content/images/JTV-emerald009-437ct-1.jpg,JTV-emerald009-437ct-1.jpg,EXPERT REVIEW - Green Beryl Type,0.568471402,4.47425842,Green_Beryl_Pale,Green,Reject,0,TRUE,TRUE,90.98757446,-1.463213061,0.603398941,9.997952512,296.7413483,0.611198999,0.960236899,0.119782188,0.422422376,0.791859928,0.097849473,"{'best_reference': 'Green_Beryl_Pale', 'min_delta_e': np.float64(4.474258420251542), 'all_delta_e': {'Colombian_AAA_Premium': np.float64(40.802752485390506), 'Colombian_AAA': np.float64(37.64795690793137), 'Colombian_AA_Plus': np.float64(35.48884283826704), 'Colombian_AA': np.float64(32.96772609482613), 'Colombian_A_Plus': np.float64(31.221032758770974), 'Colombian_A': np.float64(29.339574019786486), 'Colombian_Commercial': np.float64(26.583719615168988), 'Zambian_AAA_Premium': np.float64(43.12677067859516), 'Zambian_AAA': np.float64(39.139028980953235), 'Zambian_AA_Plus': np.float64(36.940459764281414), 'Zambian_AA': np.float64(33.98372300581064), 'Zambian_A_Plus': np.float64(32.006492471062465), 'Zambian_A': np.float64(29.93834354149083), 'Zambian_Commercial': np.float64(26.900220975044505), 'Brazilian_AAA': np.float64(29.38658577835036), 'Brazilian_AA_Plus': np.float64(27.462090254771947), 'Brazilian_AA': np.float64(25.77375894102224), 'Brazilian_A_Plus': np.float64(23.941024638494216), 'Brazilian_A': np.float64(22.5150272443274), 'Brazilian_B': np.float64(19.129515236024456), 'Brazilian_Commercial': np.float64(17.142154300876715), 'Ethiopian_AA': np.float64(25.445997482087456), 'Ethiopian_A': np.float64(23.13661003157568), 'Ethiopian_B': np.float64(19.170281679122517), 'Ethiopian_Commercial': np.float64(16.86338845134014), 'Russian_AAA': np.float64(37.40305806629668), 'Russian_AA': np.float64(33.2065233171495), 'Russian_A': np.float64(29.213033259666307), 'Commercial_Good': np.float64(16.544659093804647), 'Commercial_Fair': np.float64(13.34667292047539), 'Commercial_Poor': np.float64(9.814509485594865), 'Green_Beryl_Light': np.float64(6.945613346139977), 'Green_Beryl_Pale': np.float64(4.474258420251542), 'Green_Beryl_Yellow': np.float64(9.73057949831615), 'Uncertain_Yellowish': np.float64(15.163043068621787), 'Uncertain_Too_Light': np.float64(9.379320671898105), 'Uncertain_Wrong_Hue': np.float64(24.25688823032186)}, 'emerald_quality_score': np.float64(0.07908722798643476), 'reference_lab': {'L': 94.2, 'a': -3.8, 'b': 3.9, 'C': 5.4, 'h': 134.2, 'grade': 'Beryl', 'quality': 'Reject'}, 'expert_review': {'expert_review_required': True, 'review_flags': ['Low Confidence (0.568)', 'Unusual Hue (296.7°)']}, 'origin': 'Green', 'grade_level': 'Beryl', 'quality_tier': 'Reject', 'reject_probability': 0.0}",,,TRUE
/content/images/JTV-emerald022-030ct-1.jpg,JTV-emerald022-030ct-1.jpg,EXPERT REVIEW - Green Beryl Type,0.535219223,6.643474475,Green_Beryl_Pale,Green,Reject,0,TRUE,TRUE,85.24130056,-2.898082448,0.048948427,13.58752733,296.1639121,0.679623966,0.989825333,0.041411927,0.391523798,1,0.153983257,"{'best_reference': 'Green_Beryl_Pale', 'min_delta_e': np.float64(6.643474474915521), 'all_delta_e': {'Colombian_AAA_Premium': np.float64(37.768050727590456), 'Colombian_AAA': np.float64(34.638241171724445), 'Colombian_AA_Plus': np.float64(32.50727586223714), 'Colombian_AA': np.float64(30.062109408805235), 'Colombian_A_Plus': np.float64(28.36147387773845), 'Colombian_A': np.float64(26.592519023653434), 'Colombian_Commercial': np.float64(23.99731258611214), 'Zambian_AAA_Premium': np.float64(39.94122692364391), 'Zambian_AAA': np.float64(35.942379300055485), 'Zambian_AA_Plus': np.float64(33.75386519979229), 'Zambian_AA': np.float64(30.849154035940792), 'Zambian_A_Plus': np.float64(28.912000054744603), 'Zambian_A': np.float64(26.90924265111326), 'Zambian_Commercial': np.float64(24.016234105904175), 'Brazilian_AAA': np.float64(26.524848730754243), 'Brazilian_AA_Plus': np.float64(24.678896265101507), 'Brazilian_AA': np.float64(23.109016339580094), 'Brazilian_A_Plus': np.float64(21.40420382110249), 'Brazilian_A': np.float64(20.138094319768797), 'Brazilian_B': np.float64(17.17394626201431), 'Brazilian_Commercial': np.float64(15.512297067013192), 'Ethiopian_AA': np.float64(22.586053479267328), 'Ethiopian_A': np.float64(20.424723359451466), 'Ethiopian_B': np.float64(16.787353267710387), 'Ethiopian_Commercial': np.float64(14.750874709812383), 'Russian_AAA': np.float64(34.12500336104008), 'Russian_AA': np.float64(29.970630517390784), 'Russian_A': np.float64(26.071029447902607), 'Commercial_Good': np.float64(14.69327116593383), 'Commercial_Fair': np.float64(12.05336242980449), 'Commercial_Poor': np.float64(9.209613274468474), 'Green_Beryl_Light': np.float64(7.333753003938574), 'Green_Beryl_Pale': np.float64(6.643474474915521), 'Green_Beryl_Yellow': np.float64(10.056103616188995), 'Uncertain_Yellowish': np.float64(14.21605038650771), 'Uncertain_Too_Light': np.float64(9.495230454233809), 'Uncertain_Wrong_Hue': np.float64(21.943032714604634)}, 'emerald_quality_score': np.float64(0.07417418569699911), 'reference_lab': {'L': 94.2, 'a': -3.8, 'b': 3.9, 'C': 5.4, 'h': 134.2, 'grade': 'Beryl', 'quality': 'Reject'}, 'expert_review': {'expert_review_required': True, 'review_flags': ['Low Confidence (0.535)', 'Unusual Hue (296.2°)']}, 'origin': 'Green', 'grade_level': 'Beryl', 'quality_tier': 'Reject', 'reject_probability': 0.0}",,,TRUE
/content/images/JTV-emerald033-100ct-3.jpg,JTV-emerald033-100ct-3.jpg,EXPERT REVIEW - Uncertain Uncertain Type,0.380807226,20.06772195,Uncertain_Wrong_Hue,Uncertain,Reject,0,TRUE,TRUE,61.85326476,0.708348158,2.447643585,25.05268436,271.5468837,0.401606624,0.891441516,0.179052604,0.339842496,1,0.228754862,"{'best_reference': 'Uncertain_Wrong_Hue', 'min_delta_e': np.float64(20.06772195071394), 'all_delta_e': {'Colombian_AAA_Premium': np.float64(28.481750371602477), 'Colombian_AAA': np.float64(26.578424481413492), 'Colombian_AA_Plus': np.float64(25.566393224285623), 'Colombian_AA': np.float64(24.761679759307754), 'Colombian_A_Plus': np.float64(24.322396709345266), 'Colombian_A': np.float64(24.115973667218846), 'Colombian_Commercial': np.float64(24.207749755497343), 'Zambian_AAA_Premium': np.float64(29.83277720589232), 'Zambian_AAA': np.float64(27.17294649174188), 'Zambian_AA_Plus': np.float64(25.950092049748303), 'Zambian_AA': np.float64(24.663089210310176), 'Zambian_A_Plus': np.float64(24.01605690906056), 'Zambian_A': np.float64(23.586963562965682), 'Zambian_Commercial': np.float64(23.382205340080162), 'Brazilian_AAA': np.float64(23.462839663813444), 'Brazilian_AA_Plus': np.float64(23.295785505932354), 'Brazilian_AA': np.float64(23.388964851834178), 'Brazilian_A_Plus': np.float64(23.46534973690108), 'Brazilian_A': np.float64(23.70641850076086), 'Brazilian_B': np.float64(24.099297499961143), 'Brazilian_Commercial': np.float64(24.545583134112043), 'Ethiopian_AA': np.float64(22.28482748919009), 'Ethiopian_A': np.float64(22.213650551319887), 'Ethiopian_B': np.float64(22.176684373828166), 'Ethiopian_Commercial': np.float64(22.367212587479212), 'Russian_AAA': np.float64(26.274227603913783), 'Russian_AA': np.float64(24.40291201731712), 'Russian_A': np.float64(23.419597044810587), 'Commercial_Good': np.float64(23.43268590444143), 'Commercial_Fair': np.float64(23.611176969293254), 'Commercial_Poor': np.float64(23.285148305329646), 'Green_Beryl_Light': np.float64(23.24230628831093), 'Green_Beryl_Pale': np.float64(23.690722026883474), 'Green_Beryl_Yellow': np.float64(21.690083974300784), 'Uncertain_Yellowish': np.float64(23.627381571917283), 'Uncertain_Too_Light': np.float64(24.973139702357297), 'Uncertain_Wrong_Hue': np.float64(20.06772195071394)}, 'emerald_quality_score': np.float64(0.41701855300044627), 'reference_lab': {'L': 68.5, 'a': -15.2, 'b': 28.9, 'C': 32.7, 'h': 117.8, 'grade': 'Uncertain', 'quality': 'Reject'}, 'expert_review': {'expert_review_required': True, 'review_flags': ['High Delta-E (20.07)', 'Low Confidence (0.381)', 'Unusual Hue (271.5°)']}, 'origin': 'Uncertain', 'grade_level': 'Uncertain', 'quality_tier': 'Reject', 'reject_probability': 0.0}",,,TRUE
/content/images/JTV-emerald030-180ct-3.jpg,JTV-emerald030-180ct-3.jpg,EXPERT REVIEW - Uncertain Uncertain Type,0.345578352,20.34912587,Uncertain_Wrong_Hue,Uncertain,Reject,0,TRUE,TRUE,62.13512461,0.776250753,2.022754879,21.65802708,229.0868421,0.346162532,0.83192166,0.038553177,0.373793434,1,0.205112042,"{'best_reference': 'Uncertain_Wrong_Hue', 'min_delta_e': np.float64(20.349125873632616), 'all_delta_e': {'Colombian_AAA_Premium': np.float64(28.79809324690833), 'Colombian_AAA': np.float64(26.89035513665764), 'Colombian_AA_Plus': np.float64(25.869009349168525), 'Colombian_AA': np.float64(25.045547417538327), 'Colombian_A_Plus': np.float64(24.59373544956935), 'Colombian_A': np.float64(24.36898876408442), 'Colombian_Commercial': np.float64(24.42400836737314), 'Zambian_AAA_Premium': np.float64(30.160848157717165), 'Zambian_AAA': np.float64(27.49659592091193), 'Zambian_AA_Plus': np.float64(26.268307645878327), 'Zambian_AA': np.float64(24.967171180096397), 'Zambian_A_Plus': np.float64(24.306112409769927), 'Zambian_A': np.float64(23.855872616697543), 'Zambian_Commercial': np.float64(23.609308874000263), 'Brazilian_AAA': np.float64(23.73668087552205), 'Brazilian_AA_Plus': np.float64(23.54463998232971), 'Brazilian_AA': np.float64(23.61080886923892), 'Brazilian_A_Plus': np.float64(23.656257940029157), 'Brazilian_A': np.float64(23.870980021614695), 'Brazilian_B': np.float64(24.200097595232123), 'Brazilian_Commercial': np.float64(24.603423463421183), 'Ethiopian_AA': np.float64(22.512305893631325), 'Ethiopian_A': np.float64(22.40136911933705), 'Ethiopian_B': np.float64(22.291515035201922), 'Ethiopian_Commercial': np.float64(22.43602111880683), 'Russian_AAA': np.float64(26.58460262512899), 'Russian_AA': np.float64(24.693081427450736), 'Russian_A': np.float64(23.668220079616848), 'Commercial_Good': np.float64(23.486206965733416), 'Commercial_Fair': np.float64(23.603419142088548), 'Commercial_Poor': np.float64(23.213357594921163), 'Green_Beryl_Light': np.float64(23.117551634564997), 'Green_Beryl_Pale': np.float64(23.515412499635655), 'Green_Beryl_Yellow': np.float64(21.651242492300888), 'Uncertain_Yellowish': np.float64(23.681388258541382), 'Uncertain_Too_Light': np.float64(24.8733020995306), 'Uncertain_Wrong_Hue': np.float64(20.349125873632616)}, 'emerald_quality_score': np.float64(0.29039922978075), 'reference_lab': {'L': 68.5, 'a': -15.2, 'b': 28.9, 'C': 32.7, 'h': 117.8, 'grade': 'Uncertain', 'quality': 'Reject'}, 'expert_review': {'expert_review_required': True, 'review_flags': ['High Delta-E (20.35)', 'Low Confidence (0.346)', 'Unusual Hue (229.1°)']}, 'origin': 'Uncertain', 'grade_level': 'Uncertain', 'quality_tier': 'Reject', 'reject_probability': 0.0}",,,TRUE
/content/images/JTV-emerald034-883ct-3.jpg,JTV-emerald034-883ct-3.jpg,EXPERT REVIEW - Ethiopian Commercial Type,0.563004676,13.7973945,Ethiopian_Commercial,Ethiopian,Commercial,0,TRUE,TRUE,71.73718917,-4.967568886,0.649255167,24.59034447,262.8916098,0.663718706,0.956896145,0.140116354,0.329168994,1,0.270785363,"{'best_reference': 'Ethiopian_Commercial', 'min_delta_e': np.float64(13.797394501614352), 'all_delta_e': {'Colombian_AAA_Premium': np.float64(30.143670715163697), 'Colombian_AAA': np.float64(27.27778610010388), 'Colombian_AA_Plus': np.float64(25.41492067626179), 'Colombian_AA': np.float64(23.455684408305075), 'Colombian_A_Plus': np.float64(22.121632378143346), 'Colombian_A': np.float64(20.94177232900748), 'Colombian_Commercial': np.float64(19.362527625112563), 'Zambian_AAA_Premium': np.float64(31.91603249232078), 'Zambian_AAA': np.float64(28.10578484897731), 'Zambian_AA_Plus': np.float64(26.101982575818067), 'Zambian_AA': np.float64(23.59919320070818), 'Zambian_A_Plus': np.float64(22.000591619123444), 'Zambian_A': np.float64(20.47378233155476), 'Zambian_Commercial': np.float64(18.54128364194465), 'Brazilian_AAA': np.float64(20.483193764964092), 'Brazilian_AA_Plus': np.float64(19.2057566129041), 'Brazilian_AA': np.float64(18.321432520270427), 'Brazilian_A_Plus': np.float64(17.396397023551682), 'Brazilian_A': np.float64(16.92894443828825), 'Brazilian_B': np.float64(15.997981228812057), 'Brazilian_Commercial': np.float64(15.78899395828173), 'Ethiopian_AA': np.float64(17.22417382424737), 'Ethiopian_A': np.float64(15.991277518987301), 'Ethiopian_B': np.float64(14.335192465083928), 'Ethiopian_Commercial': np.float64(13.797394501614352), 'Russian_AAA': np.float64(26.30657851126426), 'Russian_AA': np.float64(22.65050245819845), 'Russian_A': np.float64(19.567996831225074), 'Commercial_Good': np.float64(14.6065810120893), 'Commercial_Fair': np.float64(14.331422790556344), 'Commercial_Poor': np.float64(14.011966514776045), 'Green_Beryl_Light': np.float64(14.322430286229798), 'Green_Beryl_Pale': np.float64(15.41947428453381), 'Green_Beryl_Yellow': np.float64(14.94816201572031), 'Uncertain_Yellowish': np.float64(15.886535414264872), 'Uncertain_Too_Light': np.float64(15.534398067081627), 'Uncertain_Wrong_Hue': np.float64(17.412820300430475)}, 'emerald_quality_score': np.float64(0.23738932371765464), 'reference_lab': {'L': 80.1, 'a': -15.9, 'b': 14.8, 'C': 21.7, 'h': 137.2, 'grade': 'Commercial', 'quality': 'Commercial'}, 'expert_review': {'expert_review_required': True, 'review_flags': ['Low Confidence (0.563)', 'Unusual Hue (262.9°)']}, 'origin': 'Ethiopian', 'grade_level': 'Commercial', 'quality_tier': 'Commercial', 'reject_probability': 0.0}",,,FALSE
