image_path,image_name,stone_id,final_grade,confidence,delta_e,best_reference,reference_type,quality_category,emerald_quality_score,calibration_used,mean_brightness,expert_review_required,review_flags,L_mean,a_mean,b_mean,C_mean,h_mean,color_purity,saturation_quality,emerald_hue_concentration,color_uniformity
/content/images/JTV-emerald001-188ct-1.jpg,JTV-emerald001-188ct-1.jpg,JTV-emerald001-188ct-1,Brazilian Commercial Commercial,0.73788709375,7.6136665947314714,Brazilian_Commercial,Brazilian,Good Match,0.7411962239583333,True,0.848017182053377,False,,87.62190312727172,-32.00988818912234,21.91378539380553,39.352539542673576,142.92453455014066,0.7363924141038862,0.9975678739089003,0.41196223958333333,0.09213959220976102
/content/images/JTV-emerald001-188ct-2.jpg,JTV-emerald001-188ct-2.jpg,JTV-emerald001-188ct-2,EXPERT REVIEW REQUIRED - Brazilian Commercial Type,0.73792561875,8.081257215819122,Brazilian_Commercial,Brazilian,Good Match,0.7413567447916666,True,0.8443125394880174,True,High Delta-E (8.08) - Manual verification recommended,88.07923034346416,-32.99700068673521,22.033841971995543,40.376301613870936,143.324000670413,0.6983492975535428,0.9939733535895487,0.41356744791666666,0.0875897337594188
/content/images/JTV-emerald001-188ct-3.jpg,JTV-emerald001-188ct-3.jpg,JTV-emerald001-188ct-3,Brazilian Commercial Commercial,0.7376554375,7.276211515499531,Brazilian_Commercial,Brazilian,Good Match,0.7402309895833333,True,0.8595811614923747,False,,87.96872180930933,-30.68289130068937,21.380393343321995,38.11675486427355,142.687176718264,0.6525500116786114,0.9933794263735412,0.4023098958333334,0.10073910151744722
/content/images/JTV-emerald001-188ct-z-cropped.png,JTV-emerald001-188ct-z-cropped.png,JTV-emerald001-188ct-z-cropped,EXPERT REVIEW REQUIRED - Brazilian Commercial Type,0.7390473439999999,7.520488577263244,Brazilian_Commercial,Brazilian,Good Match,0.7460306,True,0.9282637437908496,True,Extreme Lightness (L=90.8) - Unusual for emerald,90.77927830535201,-27.471926127144513,21.620642650728573,35.26070223287699,140.31744479274005,0.6069940518376425,0.9996343082811988,0.460306,0.1294900062913256
/content/images/JTV-emerald002-321ct-1.jpg,JTV-emerald002-321ct-1.jpg,JTV-emerald002-321ct-1,EXPERT REVIEW REQUIRED - Brazilian Commercial Type,0.7159724875,7.1860895493072325,Brazilian_Commercial,Brazilian,Good Match,0.6498853645833333,True,0.9666328022875817,True,Extreme Lightness (L=91.8) - Unusual for emerald,91.84224009058103,-23.844858723274456,20.436435313349406,31.522808766574066,138.78472714018486,0.4254485655039835,0.9999731980902711,0.4988536458333333,0.21148576377988096
/content/images/JTV-emerald002-321ct-2.jpg,JTV-emerald002-321ct-2.jpg,JTV-emerald002-321ct-2,EXPERT REVIEW REQUIRED - Brazilian Commercial Type,0.7161013,7.155168765097037,Brazilian_Commercial,Brazilian,Good Match,0.6504220833333333,True,0.9589179704520697,True,Extreme Lightness (L=91.6) - Unusual for emerald,91.63103136547232,-24.257178189596434,20.53477014035408,31.91915307792556,138.96144870551908,0.44014843651265967,0.9998944760291181,0.5042208333333333,0.18888121610012373
/content/images/JTV-emerald002-321ct-3.jpg,JTV-emerald002-321ct-3.jpg,JTV-emerald002-321ct-3,EXPERT REVIEW REQUIRED - Brazilian Commercial Type,0.71610221875,7.936332162347367,Brazilian_Commercial,Brazilian,Good Match,0.6504259114583333,True,0.956960901416122,True,Extreme Lightness (L=92.2) - Unusual for emerald,92.15306473640918,-26.260065502894232,21.806676891357927,34.28401020987453,139.41774159368384,0.490380958174042,0.9999836189301112,0.5042591145833333,0.16964124036902076
/content/images/JTV-emerald002-321ct-z-cropped.png,JTV-emerald002-321ct-z-cropped.png,JTV-emerald002-321ct-z-cropped,EXPERT REVIEW REQUIRED - Brazilian Commercial Type,0.739794512,7.959917662213033,Brazilian_Commercial,Brazilian,Good Match,0.7491437999999999,True,0.9096861490196079,True,Extreme Lightness (L=90.6) - Unusual for emerald,90.56419066736161,-29.359211496353396,22.35260267076416,37.18092593714553,141.00661468131483,0.5871784395223744,0.9999994729086633,0.491438,0.12579102029293854
/content/images/JTV-emerald003-021ct-1.jpg,JTV-emerald003-021ct-1.jpg,JTV-emerald003-021ct-1,Brazilian Commercial Commercial,0.7395258625,6.849234062250972,Brazilian_Commercial,Brazilian,Good Match,0.7480244270833333,True,0.8976001354847494,False,,88.9728547214911,-27.904261724012994,21.89898279195744,35.731311767918044,140.47883380761783,0.7152816727321942,0.9998684182254883,0.4802442708333334,0.11413567442689962
/content/images/JTV-emerald003-021ct-z-cropped.png,JTV-emerald003-021ct-z-cropped.png,JTV-emerald003-021ct-z-cropped,EXPERT REVIEW REQUIRED - Brazilian Commercial Type,0.715976192,7.909152942520546,Brazilian_Commercial,Brazilian,Good Match,0.6499008,True,0.9792647058823529,True,Extreme Lightness (L=92.8) - Unusual for emerald,92.75089873471782,-24.61412711988958,21.473021387453667,32.72145752029292,138.59373999889803,0.47160699123122285,0.9999912140045151,0.499008,0.21998054914391776
